1924, 2728, 15696, 1523, -542, -2017, 4724, -9108, 32767, 21101, -14038, -2058, 1652, -7024, 32767, 21925, -12912, -1790, 5056, -6836, 32767, 23124, -13697, -1996, 5580, -7792, 32767, 24184, -13691, -2242, 4640, -8036, 32767, 25131, -14006, -2330, 4212, -7780, 32767, 26243, -14310, -2359, 4260, -7536, 32767, 27280, -14461, -2406, 4476, -7392, 32767, 28401, -14479, -2440, 5060, -7492, 32767, 29531, -14280, -2618
5280, -7552, 32767, 30581, -13907, -2709, 5716, -6256, 32767, 17012, -12512, -3185, 2964, -5860, 32767, 16596, -11007, -3164, 5764, -4376, 32767, 17552, -11826, -3429, 6472, -4400, 32767, 18431, -11691, -4170, 6276, -5416, 32767, 19286, -11760, -4845, 5824, -5744, 32767, 20220, -11977, -5384, 5760, -5912, 32767, 21284, -11932, -5923, 5816, -5996, 32767, 22303, -11681, -6301, 5964, -6448, 32767, 23283, -11324, -6679
5580, -7036, 32767, 24219, -11002, -6974, 9052, -8316, 32767, 24746, -10113, -5593, 7620, -6340, 32767, 25575, -8368, -6354, 5960, -6000, 32767, 27470, -9402, -6517, 7148, -6208, 32767, 29045, -9552, -6977, 6712, -7248, 32767, 30581, -10101, -7340, 6780, -7824, 32767, 32492, -10721, -7780, 6520, -8504, 32767, 32767, -11137, -8256, 6364, -8832, 32767, 32767, -11465, -8533, 6296, -9096, 32767, 32767, -11715, -8658
6412, -9516, 32767, 32767, -11948, -8775, 5080, -10120, 32767, 12995, -8701, -3966, 3144, -8664, 32767, 12565, -6517, -3969, 2600, -7524, 32767, 13545, -7259, -3685, 3536, -7860, 32767, 14174, -6970, -3328, 3104, -8872, 32767, 14854, -7157, -3385, 3400, -9012, 32767, 15983, -7394, -3254, 3456, -9048, 32767, 17208, -7386, -3190, 3468, -8852, 32767, 18415, -7228, -3067, 3972, -8536, 32767, 19674, -6937, -2950
4468, -8240, 32767, 20898, -6598, -2917, 9696, -7536, 32767, 21823, -8300, -1350, 5352, -3628, 32767, 21276, -6444, -1377, 8472, -2672, 32767, 22327, -7611, -1707, 9192, -3216, 32767, 23214, -7668, -2488, 8868, -3792, 32767, 23966, -8112, -3041, 8956, -3832, 32767, 25038, -8581, -3680, 9264, -4228, 32767, 26170, -8827, -4317, 9336, -4360, 32767, 27390, -8917, -4894, 9500, -4576, 32767, 28694, -8925, -5539
9424, -5148, 32767, 30063, -8889, -6037, 4580, -2028, 32767, 4593, -2925, -206, 3540, -328, 27044, 3658, -1424, -693, 1888, 184, 32767, 3996, -2691, -480, 3300, 336, 32767, 4311, -3140, -741, 3316, -604, 32767, 4627, -3971, -1002, 3460, -1216, 32767, 5330, -5009, -1370, 3188, -1504, 32767, 6207, -5867, -1591, 3252, -1740, 32767, 7194, -6706, -1739, 3532, -1972, 32767, 8255, -7403, -1962
3804, -2280, 32767, 9617, -8098, -2130, 7056, -3104, 32767, 20076, -19297, -5613, 6708, -1936, 32767, 21423, -17331, -5694, 5712, -1380, 32767, 23631, -18032, -5356, 8048, -2164, 32767, 25788, -17884, -5498, 7504, -2696, 32767, 27837, -17973, -5562, 7728, -2792, 32767, 30044, -17772, -5612, 8228, -2660, 32767, 32123, -17577, -5650, 9116, -2632, 32767, 32767, -16910, -5744, 9916, -2884, 32767, 32767, -15943, -5860
10948, -3308, 32767, 32767, -14956, -6096, 7860, -5384, 32767, 32767, -8684, -9523, 6428, -5088, 32767, 32767, -5335, -8740, 7412, -3944, 32767, 32767, -4597, -8218, 8752, -4408, 32767, 32767, -3202, -7822, 8016, -4592, 32767, 32767, -2277, -7426, 8316, -4932, 32767, 32767, -1429, -7149, 8728, -4804, 32767, 32767, -423, -6940, 8924, -4824, 32767, 32767, 682, -6742, 9600, -4844, 32767, 32767, 1991, -6572
10012, -4988, 32767, 32767, 3264, -6525, 7356, -2060, 32767, 12697, -6776, -593, 3396, 788, 32767, 12069, -5287, -646, 5596, 1604, 32767, 13298, -6765, -922, 6468, 1136, 32767, 14529, -7373, -1560, 5740, 672, 32767, 15546, -8316, -2049, 6012, 748, 32767, 17091, -9462, -2478, 5924, 784, 32767, 18684, -10342, -2896, 6080, 920, 32767, 20350, -11105, -3331, 6664, 712, 32767, 22194, -11782, -3779
6724, 420, 32767, 24120, -12365, -4225, 6432, 760, 32767, 12631, -9734, -2, 4268, 1740, 32767, 12314, -7993, -548, 5796, 4032, 32767, 13255, -9435, -856, 6728, 4136, 32767, 14195, -9806, -1814, 6448, 3788, 32767, 15051, -10535, -2523, 6044, 3348, 32767, 16528, -11270, -3234, 5788, 3636, 32767, 17941, -11526, -3963, 5528, 3748, 32767, 19356, -11684, -4511, 5720, 3568, 32767, 20875, -11720, -5006
5492, 3004, 32767, 22359, -11679, -5395, 6056, -532, 32767, 9041, -2219, -4152, 1316, 404, 32767, 8410, -338, -3751, 5616, 1288, 32767, 9755, -1461, -3914, 5612, 736, 32767, 11056, -1678, -4524, 4892, 208, 32767, 12344, -2209, -4784, 3944, -304, 32767, 13769, -2880, -5031, 3216, -664, 32767, 15422, -3391, -5145, 2924, -1092, 32767, 17152, -3933, -5183, 3060, -1848, 32767, 19006, -4393, -5168
