80, 0, 2, 0, 0, 137, 0, 64, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 667, 0, 0, 413, 0, 635, 0, 416, 0, 0, 0, 0, 142, 0, 154, 0, 0, 0, 0, 0, 0, 769, 0, 0, 307, 0, 534, 0, 431, 0, 0, 0, 1234, 270, 0, 842, 0, 997, 0, 785, 272, 0, 500, 0, 48, 0, 984, 0, 1230, 688, 0, 934, 0, 982, 15, 0, 0, 1125, 528, 0, 1017, 0, 960, 791, 0, 800, 0, 0, 0, 745, 0, 276, 862, 0, 464, 703, 0, 0, 22, 0, 432, 962, 0, 165, 725, 0, 0, 257, 239, 0, 0, 0, 679, 560, 0, 85, 177, 0, 0, 294, 0, 0, 0, 0, 758, 114, 0, 166, 0, 0, 0, 205, 0, 0, 0, 519, 615, 0, 0, 297, 0, 0, 393, 0, 0, 0, 358, 655, 0, 0, 581, 0, 0, 432, 231, 0, 0, 0, 819, 0, 0, 837, 0, 0, 621, 410, 0, 0, 0, 1008, 383, 0, 1040, 307, 0, 849, 545, 0, 0, 0, 1207, 794, 0, 1200, 714, 0, 1086, 758, 0, 216, 0, 899, 964, 0, 649, 854, 0, 1008, 768, 0, 126, 0, 0, 1088, 0, 0, 1351, 0, 785, 995, 30, 0, 0, 0, 1245, 336, 0, 1550, 176, 0, 1100, 0, 142, 16, 0, 1680, 1264, 0, 1435, 0, 0, 1501, 0, 1282, 450, 0, 0, 848, 0, 1290, 924, 0, 1104, 0, 542, 467, 0, 320, 0, 1059, 0, 1311, 166, 1157, 967, 0, 989, 0, 687, 0, 0, 742, 0, 1507, 0, 1292, 0, 1280, 703, 383, 563, 0, 1780, 282, 0, 713, 0, 994, 0, 1079, 0, 292, 0, 0, 989, 0, 1099, 0, 1023, 407, 211, 331, 0, 0, 0, 432, 0, 671, 0, 564, 0, 0, 0, 0, 0, 462, 0, 244, 0, 113, 0, 0, 0, 0, 0, 30, 0, 55, 32, 0, 0, 0, 0, 0, 0, 0, 75, 0, 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60, 113, 0, 0, 0, 0, 320, 375, 0, 192, 187, 0, 315, 181, 0, 181, 0, 0, 78, 0, 0, 22, 0, 0, 48, 0, 0, 0, 0, 604, 0, 113, 614, 0, 354, 371, 0, 102, 0, 0, 130, 121, 0, 11, 0, 0, 0, 0, 753, 353, 0, 814, 0, 0, 693, 0, 0, 224, 0, 0, 970, 218, 0, 976, 0, 0, 725, 0, 13, 477, 0, 0, 0, 748, 240, 0, 764, 90, 0, 486, 240, 0, 0, 0, 0, 1089, 656, 0, 381, 435, 0, 0, 367, 114, 0, 0, 0, 207, 617, 0, 0, 208, 53, 0, 0, 217, 0, 0, 0, 6, 543, 0, 0, 0, 64, 0, 0, 28, 0, 0, 0, 0, 273, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 369, 218, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 617, 309, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 659, 108, 0, 0, 40, 0, 0, 0, 0, 0, 0, 503, 537, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 175, 253, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 64, 347, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 318, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 405, 109, 0, 0, 0, 0, 6, 0, 0, 0, 0, 791, 525, 0, 0, 193, 0, 0, 246, 0, 0, 0, 1201, 784, 0, 324, 753, 0, 0, 717, 227, 0, 0, 1085, 689, 0, 1135, 779, 0, 847, 656, 0, 0, 0, 879, 324, 0, 1135, 481, 0, 929, 474, 0, 0, 0, 1019, 0, 0, 1055, 0, 625, 721, 0, 144, 0, 1179, 1353, 0, 1362, 849, 0, 1009, 221, 0, 47, 0, 1387, 1266, 0, 1168, 0, 730, 928, 0, 629, 0, 0, 1129, 0, 1180, 610, 0, 1037, 0, 119, 0, 0, 1052, 0, 910, 503, 0, 832, 0, 90, 0, 1020, 528, 413, 987, 0, 860, 0, 0, 0, 679, 0, 400, 695, 0, 474, 0, 0, 686, 0, 390, 0, 0, 539, 169, 0, 0, 0, 477, 0, 0, 0, 0, 551, 70, 0, 0, 0, 407, 0, 0, 0, 0, 375, 0, 110, 0, 0, 249, 137, 121, 0, 0, 0, 317, 17, 0, 0, 0, 234, 101, 0, 0, 0, 70, 90, 0, 0, 0, 0, 117, 0, 0, 0, 0, 157, 197
64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 364, 554, 0, 0, 490, 0, 0, 322, 0, 0, 0, 944, 276, 0, 906, 516, 0, 574, 562, 0, 0, 0, 878, 0, 0, 926, 174, 0, 720, 463, 0, 0, 0, 1037, 401, 0, 1005, 428, 0, 522, 494, 0, 0, 0, 1015, 848, 0, 223, 804, 0, 0, 437, 267, 0, 0, 0, 1040, 649, 0, 153, 625, 0, 0, 139, 298, 0, 0, 0, 880, 611, 0, 0, 434, 0, 0, 0, 241, 0, 0, 0, 603, 832, 0, 0, 397, 21, 0, 0, 277, 32, 0, 0, 748, 833, 0, 0, 585, 39, 0, 0, 461, 0, 0, 0, 998, 809, 0, 0, 530, 0, 0, 177, 374, 0, 0, 0, 870, 752, 0, 187, 466, 0, 143, 797, 0, 0, 0, 0, 1021, 845, 0, 481, 547, 0, 720, 767, 0, 117, 65, 0, 1460, 994, 0, 963, 1198, 0, 1217, 761, 0, 1072, 64, 0, 1355, 963, 0, 1174, 1152, 0, 1125, 4, 0, 880, 0, 618, 0, 787, 0, 553, 896, 0, 793, 320, 0, 805, 58, 248, 0, 0, 1051, 0, 1325, 579, 0, 1079, 0, 1131, 432, 194, 555, 0, 97, 1292, 0, 1168, 0, 1375, 859, 0, 1040, 0, 1125, 371, 0, 0, 614, 0, 1147, 207, 687, 637, 0, 745, 0, 851, 423, 0, 0, 0, 959, 0, 1199, 0, 1250, 587, 0, 825, 0, 778, 0, 145, 0, 0, 1216, 0, 709, 576, 0, 720, 0, 703, 0, 2, 0, 0, 499, 0, 144, 0, 1287, 78, 363, 732, 0, 813, 0, 691, 0, 46, 0, 0, 208, 0, 624, 0, 230, 0, 1298, 373, 0, 886, 0, 795, 0, 217, 0, 0, 0, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 649, 0, 711, 0, 240, 0, 81, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 43, 16, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 43, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
54, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 148, 0, 16, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 58, 109, 0, 0, 5, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 0, 0, 0, 0, 35, 0, 0, 58, 0, 0, 0, 0, 0, 38, 0, 167, 0, 0, 0, 0, 0, 103, 0, 0, 0, 0, 0, 134, 0, 0, 0, 0, 6, 31, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 176, 0, 0, 0, 29, 0, 0, 0, 0, 0, 191, 0, 0, 0, 6, 0, 0, 0, 32, 0, 0, 0, 10, 0, 0, 0, 0, 78, 0, 67, 0, 0, 0, 186, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 235, 6, 48, 0, 0, 36, 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
198, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 144, 0, 112, 221, 21, 139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 5, 59, 0, 0, 34, 0, 0, 119, 0, 0, 0, 0, 0, 103, 30, 0, 0, 36, 117, 42, 0, 0, 70, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 54, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 42, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 197, 274, 273, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0
63, 0, 0, 0, 0, 121, 0, 0, 0, 0, 176, 0, 0, 0, 0, 0, 8, 74, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 144, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 128, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 61, 97, 0, 0, 0, 0, 0, 0, 112, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 0, 289, 121, 0, 0, 80, 78, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 229, 0, 0, 0, 0, 192, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 113, 32, 0, 0, 0, 240, 0, 0, 0, 0, 0, 153, 0, 32, 0, 0, 225, 251, 0, 0, 0, 0, 563, 539, 336, 496, 32, 0, 0, 5, 0, 0, 0, 0, 174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 80, 101, 0, 0, 0, 35, 51, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 6, 0, 54, 0, 0, 174, 0, 0, 0, 0, 75, 11, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
326, 0, 0, 103, 0, 0, 144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 176, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 239, 0, 0, 0, 0, 336, 0, 290, 8, 0, 0, 0, 0, 0, 0, 0, 71, 0, 320, 0, 12, 71, 0, 0, 48, 0, 0, 0, 0, 0, 41, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 319, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 443, 0, 383, 0, 0, 176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 49, 0, 0, 186, 0, 0, 0, 0, 0, 15, 0, 0, 145, 0, 194, 0, 0, 0, 0, 0, 116, 0, 0, 62, 0, 69, 0, 0, 0, 0, 0, 79, 0, 111, 0, 0, 284, 0, 23, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 0, 0, 118, 0, 0, 112, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 39, 0, 0, 0, 16, 0, 157, 0, 0, 0, 6, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 298, 0, 0, 0, 0, 0, 0, 33, 0, 0, 295, 0, 0, 141, 0, 0, 0, 113, 0, 0, 0, 128, 0, 0, 0, 175, 0, 110, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 0, 0
96, 281, 0, 0, 0, 688, 0, 0, 0, 654, 0, 0, 0, 693, 0, 0, 0, 707, 0, 0, 0, 730, 0, 0, 0, 707, 0, 0, 0, 720, 0, 0, 110, 640, 0, 0, 353, 656, 0, 0, 470, 630, 0, 0, 700, 567, 0, 0, 907, 336, 0, 0, 883, 48, 0, 0, 895, 0, 0, 0, 705, 0, 0, 497, 718, 0, 0, 959, 453, 0, 0, 983, 59, 0, 0, 859, 0, 0, 0, 763, 0, 0, 672, 626, 0, 0, 903, 320, 0, 0, 688, 0, 0, 0, 624, 0, 0, 681, 476, 0, 0, 771, 138, 0, 0, 687, 0, 0, 133, 553, 0, 0, 836, 453, 0, 0, 816, 0, 0, 0, 683, 0, 0, 769, 575, 0, 0, 849, 233, 0, 0, 722, 0, 0, 592, 631, 0, 0, 908, 448, 0, 0, 843, 0, 0, 39, 720, 0, 0, 945, 567, 0, 0, 879, 125, 0, 0, 784, 0, 0, 669, 691, 0, 0, 887, 491, 0, 0, 810, 0, 0, 59, 711, 0, 0, 951, 617, 0, 0, 903, 277, 0, 0, 817, 0, 0, 596, 691, 0, 0, 942, 541, 0, 0, 831, 0, 0, 0, 723, 0, 0, 882, 630, 0, 0, 880, 331, 0, 0, 774, 0, 0, 220, 735, 0, 0, 990, 621, 0, 0, 892, 155, 0, 0, 737, 0, 0, 560, 711, 0, 0, 912, 467, 0, 0, 815, 0, 0, 0, 782, 0, 0, 922, 630, 0, 0, 912, 240, 0, 0, 796, 0, 0, 507, 698, 0, 0, 913, 449, 0, 0, 848, 0, 0, 235, 682, 0, 0, 997, 628, 0, 0, 857, 128, 0, 0, 798, 0, 0, 636, 687, 0, 0, 925, 463, 0, 0, 858, 0, 0, 310, 758, 0, 0, 957, 576, 0, 0, 862, 62, 0, 0, 769, 0, 0, 563, 649, 0, 0, 896, 294, 0, 0, 747, 0, 0, 432, 611, 0, 0, 815, 246, 0, 0, 718, 0, 0, 314, 540, 0, 0, 738, 96, 0, 0, 624, 0, 0, 208, 384, 0, 0, 562, 0, 0, 0, 521, 0, 0, 71, 293, 0, 0, 225, 0, 0, 0, 230, 0, 0, 0, 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214, 0, 0, 0, 0, 0, 289, 192, 0, 0, 0, 0, 64, 279, 0, 0, 0, 0, 0, 47, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 0, 0, 0, 62, 467, 0, 0, 0, 443, 542, 0, 0, 0, 665, 415, 0, 0, 0, 706, 309, 0, 0, 160, 669, 146, 0, 0, 343, 589, 0, 0, 0, 656, 507, 0, 0, 0, 735, 394, 0, 0, 0, 671, 214, 0, 0, 134, 634, 23, 0, 0, 272, 602, 0, 0, 0, 411, 562, 0, 0, 0, 528, 510, 0, 0, 0, 679, 471, 0, 0, 0, 705, 426, 0, 0, 0, 705, 380, 0, 0, 0, 697, 371, 0, 0, 0, 679, 357, 0, 0, 0, 679, 367, 0, 0, 0, 652, 354, 0, 0, 0, 576, 381, 0, 0, 0, 494, 425, 0, 0, 0, 491, 436, 0, 0, 0, 387, 494, 0, 0, 0, 422, 496, 0, 0, 0, 370, 504, 0, 0, 0, 358, 525, 0, 0, 0, 400, 533, 0, 0, 0, 705, 398, 0, 0, 0, 670, 353, 0, 0, 0, 656, 323, 0, 0, 0, 674, 275, 0, 0, 0, 686, 186, 0, 0, 129, 610, 0, 0, 0, 413, 533, 0, 0, 0, 742, 384, 0, 0, 0, 651, 0, 0, 0, 547, 496, 0, 0, 0, 720, 82, 0, 0, 494, 574, 0, 0, 0, 751, 0, 0, 0, 641, 448, 0, 0, 0, 620, 0, 0, 0, 707, 34, 0, 0, 523, 448, 0, 0, 121, 645, 0, 0, 0, 797, 47, 0, 0, 805, 187, 0, 0, 719, 623, 0, 0, 0, 746, 0, 0, 0, 688, 0, 0, 0, 754, 53, 0, 0, 440, 607, 46, 0, 0, 678, 0, 0, 0, 695, 0, 0, 0, 505, 345, 105, 0, 0, 458, 0, 0, 0, 443, 0, 0, 0, 524, 207, 48, 0, 0, 400, 0
