-17152, -2552, 15940, -185, 1678, 1711, -18260, -3124, 16048, -191, 1992, 2069, -23992, -7044, 16352, -229, 3038, 5694, -28236, -11408, 16780, -439, 3042, 11932, -30304, -15948, 18712, 495, 1129, 21494, -28852, -19732, 21120, 3573, -1968, 32767, -22956, -21944, 21476, 8350, -5014, 32767, -15080, -22656, 21060, 11891, -5065, 32767, -6332, -22740, 18976, 13018, -1713, 32767, 2036, -22644, 16048, 11457, 2128, 32767, 15036, -18964, 13744, 9029, 3313, 32767, 28760, -11336, 11156, 8429, 3783, 32767, 32767, -2392, 7188, 7976, 2594, 32767, 32767, 2932, 4452, 6805, -1304, 32767, 32767, 2340, 3664, 5801, -5474, 24583, 32767, 1132, 3236, 4390, -4927, 14660, 32767, 1200, 3120, 1426, 213, 6983
21908, -7672, 8480, 4030, 9027, -32512, 20832, -8296, 8180, 3941, 8664, -32512, 13684, -11116, 7528, 3777, 5035, -32512, 6928, -11964, 7800, 4392, 287, -32512, 1480, -10980, 7656, 4399, -1793, -32512, -6476, -11108, 7156, 2563, -1701, -32512, -16052, -11192, 7196, -238, -2211, -32512, -24716, -11892, 8608, -2060, -4650, -32512, -30348, -12820, 11016, -930, -8632, -25741, -31936, -12112, 11916, 1205, -12135, -17210, -30280, -10056, 12356, 2228, -14119, -9640, -26412, -7164, 12792, 2071, -15197, -4416, -20612, -4560, 15124, 1371, -14717, -1653, -15888, -3592, 15668, 1439, -12411, -104, -12424, -3080, 15240, 1774, -10201, 1458, -8916, -2076, 14940, 2851, -8474, 3217, -4888, -824, 13604, 3962, -6754, 4610
-8864, -14820, 18028, -7299, 21540, 32767, -6824, -14220, 17760, -7148, 21620, 32767, 1652, -11572, 16488, -6572, 21146, 32767, 8888, -8572, 14448, -5650, 17750, 32767, 15512, -4948, 12828, -5109, 9831, 32767, 21536, -1900, 13816, -2870, -180, 32767, 27948, 2340, 15552, 559, -6831, 32700, 31736, 6184, 15260, 2907, -7252, 24694, 30624, 7700, 13648, 2891, -3387, 16327, 26772, 7216, 11824, 589, 2399, 9423, 21908, 5376, 9904, -2622, 7517, 4746, 15836, 4000, 8996, -4795, 9672, 1932, 10004, 2344, 9216, -4697, 7707, 877, 5836, 1428, 9388, -3199, 2407, 820, 3848, 1104, 10236, -1863, -3269, 780, 2428, 1128, 11500, -1073, -7151, 622, 1884, 1068, 13736, -1155, -8235, 786
22656, 4560, 12940, 293, -219, -9961, 23216, 4736, 12776, 232, 28, -10816, 25736, 5416, 12376, -92, 735, -16927, 26004, 4804, 11360, -342, 274, -24647, 25732, 2784, 10040, -1313, -1529, -32250, 23916, 520, 10100, -2721, -4055, -32512, 20960, -1620, 10760, -3874, -6103, -32512, 16872, -3708, 12296, -4784, -6583, -32512, 8296, -7648, 14512, -4447, -7191, -32512, -1528, -11780, 16188, -2764, -8619, -32512, -11992, -15852, 17132, -720, -10145, -32512, -21768, -18084, 17300, 1254, -11138, -32512, -31776, -19556, 18468, 2213, -14042, -32512, -32512, -20208, 20096, 5480, -18573, -25183, -32512, -19256, 20692, 8678, -22547, -11612, -32512, -16660, 21260, 10562, -22402, 2416, -29464, -12616, 20460, 10595, -18385, 14066
10032, 3712, 26408, 32767, -32512, 16750, 10572, 3800, 26112, 32767, -32512, 16818, 12412, 3572, 25180, 32767, -32512, 16740, 13640, 2572, 26732, 32767, -32512, 17060, 19752, 2212, 23452, 32767, -32512, 14880, 25288, 2664, 14112, 32767, -32512, 11005, 31764, -168, 4616, 32767, -32512, 2695, 28116, -3728, -6380, 32767, -17955, -6804, 22092, -9400, -14340, 32767, -1828, -14587, 13900, -17180, -25128, 32767, -77, -19318, 7120, -21628, -32512, 32767, -1522, -18413, 88, -22204, -32512, 26079, -1799, -15707, -6408, -19304, -32512, 15745, -2039, -11610, -9404, -15288, -32512, 9059, -4383, -7204, -9204, -10684, -32512, 4906, -7828, -3482, -6960, -7484, -27296, 2777, -8569, -728, -2460, -4880, -20892, 764, -4919, 1294
-8824, -16564, -32512, -22624, -3260, 17186, -9144, -16800, -32512, -23437, -3804, 18296, -11788, -18528, -31352, -26596, -8920, 25209, -10720, -18184, -25664, -26654, -15759, 32767, -4628, -14608, -18220, -24834, -20527, 32767, 5856, -10128, -7016, -20930, -22822, 32767, 19360, -7644, 384, -15319, -21730, 32767, 32644, -2568, 4648, -8328, -20590, 32767, 32767, 3704, 3780, -2285, -17972, 32767, 32767, 9020, 528, 1280, -15695, 29270, 32767, 10452, -3404, 804, -12435, 17252, 32767, 8140, -5264, -652, -8798, 7688, 32767, 6204, -5988, -331, -6180, 879, 32767, 3600, -7460, 1940, -6312, -3800, 27228, 1400, -10216, 3510, -6181, -6474, 19800, 452, -13064, 2799, -4102, -7945, 13320, -240, -14772, 1884, -1030, -8037
32767, 7664, -5056, 13370, -6655, -14774, 32767, 7412, -5376, 13480, -6038, -16180, 32767, 4440, -7204, 13036, -2739, -23876, 32767, 932, -7228, 13646, -2333, -30493, 32767, -4052, -5856, 17157, -5007, -32512, 30068, -9260, -7848, 20816, -6419, -32512, 22432, -11844, -10496, 22409, -6411, -32512, 14800, -14648, -14324, 22987, -5590, -32512, 5400, -18120, -19352, 20953, -3608, -32512, -4064, -20520, -22852, 18139, -2180, -32512, -10700, -21380, -25380, 15640, -3711, -32128, -15660, -19416, -25924, 14249, -6659, -26461, -15976, -17860, -25420, 12720, -8904, -21900, -15456, -16332, -24224, 11068, -8457, -17526, -14576, -15104, -24168, 8631, -6940, -12965, -12844, -13764, -23268, 6598, -6176, -8147, -9436, -11148, -21956, 5817, -6581, -3714
-580, -12032, -14440, -12365, -1266, 32767, 764, -11440, -14020, -11949, -1248, 32767, 8676, -9600, -12396, -10158, -126, 32767, 19336, -7752, -11036, -8052, 655, 32767, 29500, -2232, -11992, -5537, 38, 32767, 32767, 2472, -12108, -3927, -2323, 31186, 32767, 5756, -12216, -3238, -3641, 22860, 32767, 6576, -11304, -4072, -2311, 14129, 32767, 3916, -10632, -4633, 302, 7099, 27884, 1704, -10380, -3825, 2502, 2960, 21968, 344, -12076, -2015, 3107, 627, 17856, -560, -14572, -768, 2731, -1087, 13576, -1276, -16040, -947, 1979, -2597, 9828, -2340, -16596, -878, 1949, -3938, 5880, -3836, -17496, -1255, 3006, -4214, 2204, -4188, -18632, -1755, 3621, -3530, 40, -4144, -18852, -1790, 2957, -2194
20512, -15908, -7740, 22765, -14484, -32512, 18812, -16820, -9072, 22621, -13028, -32512, 7124, -21808, -15480, 20423, -4889, -32512, -6004, -26108, -24896, 17065, 829, -32512, -17632, -29032, -32512, 11366, 3594, -32512, -24508, -27980, -32512, 6638, 1292, -25945, -26016, -23764, -32512, 5091, -4074, -19023, -24048, -19924, -29516, 2542, -6824, -14310, -21248, -17596, -25780, -545, -4916, -10298, -18356, -16216, -22356, -2367, -1968, -6782, -15724, -15268, -20296, -2664, 176, -2927, -11640, -14128, -18636, -2142, 599, 1038, -6276, -12764, -17424, -615, 115, 4259, 448, -11660, -16880, 743, 32, 6209, 6864, -9860, -17032, 1556, 823, 6569, 11744, -8284, -17980, 1752, 1925, 5433, 13576, -6908, -19008, 1019, 2527, 3555
-13420, -17888, -20336, -23548, 16308, 9355, -13836, -18436, -20092, -23988, 16657, 10189, -16860, -19316, -17380, -24514, 16735, 15809, -16948, -19696, -15200, -23713, 15328, 21863, -15232, -18792, -13320, -22957, 14616, 28307, -10768, -16788, -11080, -22288, 14531, 32767, -4272, -14800, -8932, -21219, 13950, 32767, 5972, -13524, -6620, -19300, 13312, 32767, 16688, -10140, -6188, -17013, 13261, 32767, 25800, -6736, -7468, -16095, 13850, 32767, 32760, -5276, -8632, -16117, 13618, 32767, 32767, -4476, -8780, -15425, 12133, 28828, 32767, -3208, -9220, -12892, 9914, 23841, 32767, -160, -9936, -10425, 6594, 18645, 32767, 2036, -9108, -7760, 3191, 12498, 32767, 3040, -9356, -5517, 1928, 6184, 32767, 2172, -9924, -4787, 2725, 1321
